,text,noun,Nletters,frequency,synsets,labels
26484,tantric,0,7,257,1,16.21
26485,tantrum,1,7,860,1,6.65
26486,tap,1,3,9813,20,5.84
26487,tape,1,4,33904,8,4.42
26488,taper,1,5,195,6,10.7
26489,tapestry,1,10,693,3,10.95
26490,tapeworm,1,8,417,1,11.11
26491,tapioca,1,7,501,1,9.16
26492,tapir,1,5,72,1,11.23
26493,tapper,1,6,81,5,7.82
26494,taproom,1,7,10,1,15.33
26495,taps,1,4,2102,21,8.9
26496,tapster,1,7,10,1,16.38
26497,tar,1,3,2000,3,7.22
26498,tarantella,1,10,73,2,10.58
26499,tarantula,1,9,430,2,7.76
26500,tardiness,1,9,321,1,8.72
26501,tardy,0,5,472,1,7.32
26502,target,1,6,31415,6,7.58
26503,tariff,1,6,196,2,13.95
26504,tarlatan,0,8,3,1,17.62
26505,tarmac,1,6,592,3,13.35
26506,tarn,1,4,266,1,13.2
26507,tarnish,0,7,423,2,11.39
26508,taro,1,4,1385,3,14.2
26509,tarot,1,5,708,1,11.94
26510,tarp,1,4,938,1,8.58
26511,tarpaulin,1,9,149,1,10.22
26512,tarpon,1,6,81,1,14.11
26513,tarragon,1,8,176,2,13.82
26514,tarry,0,5,258,3,11.33
26515,tart,1,4,2635,5,8.26
26516,tartan,0,6,237,1,12.31
26517,tartar,0,6,536,4,9.94
26518,task,1,4,15600,4,7.89
26519,taskmaster,1,10,159,1,11.35
26520,tassel,1,6,180,1,9.35
26521,taste,1,5,41080,13,4.26
26522,tasteful,0,8,749,2,9.06
26523,tasteless,0,9,807,2,9.53
26524,tastelessness,1,13,12,2,10.79
26525,taster,1,6,273,1,7.28
26526,tasty,0,7,6008,1,5.4
26527,tat,1,3,1422,3,11.67
26528,tattered,0,8,347,2,10.42
26529,tatters,1,7,309,1,10.47
26530,tattle,0,6,213,3,6.26
26531,tattler,1,7,128,2,5.4
26532,tattletale,1,10,247,1,5.72
26533,tattoo,1,6,11407,4,7.79
26534,tattooist,1,9,45,1,11.24
26535,tatty,0,5,153,2,12.42
26536,tau,1,3,914,1,15.83
26537,teach,0,6,52731,3,4.67
26538,taunt,0,5,619,2,8.06
26539,taupe,1,5,141,2,12.83
26540,taut,0,4,352,2,11.47
26541,tautness,1,8,10,2,11.8
26542,tautology,1,9,31,2,15.83
26543,tavern,1,6,2510,1,8.84
26544,taw,0,3,70,2,14.75
26545,tawdry,0,6,354,2,13.93
26546,tawny,0,5,313,1,11.94
26547,tax,1,3,13389,5,8.94
26548,taxable,0,7,73,1,11.3
26549,taxation,1,8,386,3,11.42
26550,taxi,1,4,20268,3,7.58
26551,taxicab,1,7,312,1,7.89
26552,taxidermist,1,11,206,1,11.71
26553,taxidermy,1,9,230,1,12.21
26554,taxman,1,6,211,1,12.71
26555,taxonomic,0,9,15,1,14.79
26556,taxpayer,1,8,723,1,10.35
26557,taxpaying,0,9,29,1,10.33
26558,tea,1,3,59277,5,5.47
26559,teabag,1,6,97,1,6.67
26560,teachable,0,9,129,1,8.95
26561,teacher,1,7,53004,2,4.55
26562,teaching,0,8,15100,5,5.25193
26563,teacup,1,6,377,2,5.39
26564,teahouse,1,8,445,1,10.44
26565,teak,1,4,226,2,15
26566,teakettle,1,9,143,1,7.37
26567,teakwood,1,8,18,1,13
26568,teal,1,4,2121,3,9.42
26569,team,1,4,134358,3,6
26570,teammate,1,8,929,1,6.17
26571,teamster,1,8,111,2,12.56
26572,teamwork,1,8,1714,1,7.8
26573,teapot,1,6,796,1,6.22
26574,tear,0,4,18766,9,4.89
26575,teardown,1,8,31,1,10.38
26576,teardrop,1,8,291,2,6.06
26577,tearful,0,7,368,2,8.2
26578,teargas,1,7,50,2,11.37
26579,tearjerker,1,10,71,1,11.06
26580,tearoom,1,7,101,1,10.63
26581,teary,0,5,206,1,6.17
26582,tease,0,5,4361,12,5.11
26583,teaser,1,6,312,7,8.95
26584,teashop,1,7,47,1,9.7
26585,teaspoon,1,8,425,2,5.26
26586,teaspoonful,1,11,67,1,7.45
26587,teat,1,4,272,1,11.94
26588,teatime,1,7,263,1,6.74
26589,tech,1,4,7051,1,12.9
26590,techie,1,6,111,1,16.15
26591,technetium,1,10,13,1,17
26592,technical,0,9,6813,7,10.5
26593,technicality,1,14,803,1,13.32
26594,technician,1,10,1913,2,8.82
26595,technique,1,9,8469,2,11.9
26596,techno,1,6,1322,1,13.94
26597,technocracy,1,11,13,1,17.44
26598,technocrat,1,10,30,2,15.54
26599,technological,0,13,1359,2,11.37
26600,technology,1,12,18679,2,9.06
26601,technophobe,1,11,14,1,17.08
26602,tectonic,0,8,383,2,11.46
26603,tedious,0,7,1453,2,11.78
26604,tediousness,1,11,15,1,11.74
26605,tedium,1,6,156,2,13.59
26606,tee,1,3,2112,5,8.21
26607,teem,0,4,67,2,13.33
26608,teeming,0,7,626,3,10.39
26609,teen,1,4,3634,2,7.95
26610,teenage,0,7,7184,1,6.94
26611,teenaged,0,8,133,1,8.11
26612,teenager,1,8,5451,1,7.22
26613,teeny,0,8,1224,1,5.42
26614,teens,1,5,2086,3,7.84
26615,teensy,0,9,357,1,7.12
26616,teenybopper,1,11,41,1,10.68
26617,teepee,1,6,195,1,5.89
26618,teeter,0,6,65,2,7.25
26619,tooth,1,5,9408,5,3.61
26620,teethe,0,6,8,1,7.81
26621,teething,1,8,394,2,8.39
26622,teetotal,0,8,85,2,14.86
26623,teetotaler,1,10,105,1,13.57
26624,telecast,1,8,443,2,12.5
26625,telecommunication,1,17,76,2,14.44
26626,telecommuter,1,12,2,1,17.32
26627,teleconference,1,14,77,1,15.47
26628,telegram,1,8,5273,1,10.78
26629,telegraph,1,9,2007,2,9.5
26630,telegrapher,1,11,46,1,10.84
26631,telegraphic,0,11,30,2,11.56
26632,telegraphy,1,10,33,2,11.94
26633,telekinesis,1,11,250,1,14.41
26634,telekinetic,0,11,194,1,11.47
26635,telemarketer,1,12,107,1,12.2
26636,telemarketing,0,13,134,1,14.24
26637,telemetric,0,10,18,1,14.11
26638,telemetry,1,9,487,1,14.67
26639,telepath,1,8,302,1,11.33
26640,telepathic,0,10,781,1,11.89
26641,telepathy,1,9,855,1,11.39
26642,telephone,1,9,23343,3,4.63
26643,telephonic,0,10,61,1,12.12
26644,telephoto,1,9,182,1,12.79
26645,teleport,0,8,1052,1,8.84
26646,teleportation,1,13,483,1,10.06
26647,teleprompter,1,12,219,1,13.5
26648,telescope,1,9,3386,3,6.95
26649,telescopic,0,10,156,3,11.32
26650,telethon,1,8,259,1,11.67
26651,teletype,1,8,177,1,13.92
26652,televangelism,1,13,4,1,14.43
26653,televangelist,1,13,33,1,11.67
26654,televise,0,8,50,1,10.29
26655,televised,0,9,487,1,7.95
26656,television,1,10,21718,3,4.11
26657,telex,1,5,308,2,13.8
26658,tell,0,4,1176290,9,4.26
26659,teller,1,6,2767,4,9.9
26660,telltale,1,8,364,2,11.63
26661,tellurium,1,9,21,1,15.86
26662,tem,1,3,281,1,11
26663,temblor,1,7,22,1,16
26664,temerity,1,8,127,1,14.1
26665,temp,1,4,2193,1,11.06
26666,temper,1,6,8657,9,6.22
26667,tempera,1,7,39,1,13.64
26668,temperament,1,11,954,3,10.89
26669,temperamental,0,13,547,3,9.76
26670,temperance,1,10,632,3,13.74
26671,temperate,0,9,316,3,11.72
26672,temperature,1,11,12455,2,6.17
26673,tempest,1,7,653,2,12.53
26674,tempestuous,0,11,138,2,15.33
26675,templar,1,7,934,1,15.14
26676,template,1,8,393,1,11.44
26677,temple,1,6,22036,4,8.79
26678,tempo,1,5,1435,2,9.67
26679,temporal,0,8,1723,6,15.84
26680,temporary,1,11,9025,3,8.84
26681,temporarily,0,11,3579,1,8.076035
26682,tempore,1,7,14,1,14.18
26683,temporize,0,9,9,1,13.07
26684,tempt,0,5,2072,6,8.6
26685,temptation,1,10,3734,3,8.35
26686,tempter,1,7,46,1,11.89
26687,tempting,0,8,2565,8,9.5
26688,temptress,1,9,296,1,12.2
26689,tempura,1,7,401,1,14.5
26690,tempus,1,6,247,1,17.22
26691,ten,0,3,100133,3,3.578781
26692,tenable,0,7,50,1,14.73
26693,tenacious,0,9,614,3,14.06
26694,tenacity,1,8,589,1,13.67
26695,tenancy,1,7,126,1,14.41
26696,tenant,1,6,2502,4,10.33
26697,tenantless,0,10,6,1,13.11
26698,tend,0,4,9824,3,9.79
26699,tendency,1,10,1961,4,12.57
26700,tendentious,0,11,9,1,14.43
26701,tender,0,6,6954,18,7.11
26702,tenderfoot,1,10,107,1,10.88
26703,tenderhearted,0,13,31,2,9
26704,tenderize,0,9,56,1,9.61
26705,tenderizer,1,10,36,1,11.32
26706,tenderloin,1,10,322,2,9
26707,tenderness,1,10,1908,5,8.79
26708,tendinitis,1,10,28,1,13.19
26709,tendon,1,6,423,1,9.58
26710,tendonitis,1,10,55,1,15.03
26711,tendril,1,7,28,1,13.5
26712,tenement,1,8,384,1,12.69
26713,tenet,1,5,132,1,13.94
26714,tennis,1,6,8551,1,7.53
26715,tenon,1,5,21,1,15.5
26716,tenor,1,5,750,7,12.56
26717,tense,0,5,9542,8,9.35
26718,tenseness,1,9,24,2,11.05
26719,tensile,0,7,146,2,14.23
26720,tension,1,7,7107,6,9.72
26721,tensor,1,6,43,2,12.6
26722,tent,1,4,9777,3,5.16
26723,tentacle,1,8,302,2,8.65
26724,tentative,0,9,374,2,12
26725,tenterhooks,1,11,86,1,13.9
26726,tenth,0,5,3064,3,5.411785
26727,tentmaker,1,9,4,1,8.47
26728,tenuous,0,7,313,3,13.33
26729,tenure,1,6,950,3,15.79
26730,tepee,1,5,155,1,5.65
26731,tepid,0,5,205,2,13.44
26732,tequila,1,7,3882,1,13.67
26733,terabyte,1,8,25,2,15.42
26734,terahertz,1,9,35,1,16
26735,terbium,1,7,2,1,15.67
26736,tergiversation,1,14,1,2,14
26737,teriyaki,1,8,238,1,11.17
26738,term,1,4,13676,8,8.28
26739,termagant,1,9,17,1,17.25
26740,terminal,1,8,4208,9,9.33
26741,terminate,0,9,1683,4,11.21
26742,termination,1,11,1128,5,11.5
26743,terminator,1,10,947,1,11.18
26744,terminology,1,13,408,1,11.11
26745,terminus,1,8,362,5,15.04
26746,termite,1,7,467,1,7.94
26747,tern,1,4,110,1,14.5
26748,terpsichorean,0,13,18,2,15.62
26749,terrace,1,7,3664,5,9.89
26750,terracotta,1,10,162,1,14.19
26751,terrain,1,7,2084,1,10.95
26752,terrarium,1,9,95,1,12.38
26753,terrazzo,1,8,18,1,12.25
26754,terrestrial,0,11,451,5,12.21
26755,terrible,0,8,69499,4,5.56
26756,terrier,1,7,579,1,8.68
26757,terrific,0,8,15296,3,6.05
26758,terrified,0,9,8744,2,8.496234
26759,terrify,0,9,511,1,8.05
26760,terrifying,0,10,5615,2,8.33
26761,terrine,1,7,116,1,13.29
26762,territorial,0,11,972,5,10.11
26763,territorialism,1,14,6,1,12.71
26764,territoriality,1,14,27,1,14.06
26765,territory,1,11,11737,3,8.94
26766,terror,1,6,8207,4,8.79
26767,terrorism,1,9,3468,1,12.83
26768,terrorist,0,9,10728,1,12.76
26769,terroristic,0,11,40,1,15.47
26770,terrorize,0,9,554,2,9.72
26771,terrycloth,1,10,22,1,12.07
26772,terse,0,5,87,1,11
26773,terseness,1,9,5,1,14.18
26774,tertiary,0,8,149,2,14.38
26775,test,1,4,64969,13,6.26
26776,testament,1,9,2860,4,9.14
26777,testator,1,8,65,1,14.67
26778,tester,1,6,400,2,8.84
26779,testicle,1,8,690,1,11.6
26780,testicular,0,10,267,1,13.2
26781,testify,0,9,10361,2,10
26782,testimonial,1,11,258,5,12.4
26783,testimony,1,11,9624,3,10.32
26784,testiness,1,9,2,1,12.78
26785,testosterone,1,12,1228,1,12.18
26786,testy,1,5,395,1,9.33
26787,tetanus,1,7,738,2,11
26788,tetchy,1,6,87,1,16.33
26789,tether,0,6,590,2,10.67
26790,tetherball,1,10,88,1,9.39
26791,tetracycline,1,12,108,1,14.73
26792,tetrameter,0,10,10,1,14.1
26793,tetrazzini,1,10,52,1,14.42
26794,text,1,4,19730,4,7.78
26795,textbook,1,8,1730,2,7.58
26796,textile,1,7,739,2,9.75
26797,textural,0,8,47,1,13.88
26798,texture,1,7,2019,5,9.35
26799,textured,0,8,108,1,10.42
26800,thalamus,1,8,84,1,16.79
26801,thalidomide,1,11,94,1,18.67
26802,thallium,1,8,183,1,14.92
26803,than,0,4,561014,1,5.454413
26804,thane,1,5,597,2,12.5
26805,thank,0,5,773577,1,3.79
26806,thankful,0,8,4693,1,5.5
26807,thankfulness,1,12,51,1,8
26808,thankless,0,9,370,2,10.82
26809,thanks,1,6,395690,3,3.53
26810,thanksgiving,1,12,8229,2,4.74
26811,that,0,4,10203742,1,5.529012
26812,thatch,0,6,133,5,10.72
26813,thatched,0,8,119,1,11.29
26814,thaw,0,4,963,4,8.11
26815,the,0,3,22761659,1,3.983747
26816,theater,1,7,15940,3,6.94
26817,theatergoer,1,11,8,1,12.65
26818,theatric,0,8,6,1,10.61
26819,theatrical,0,10,1558,3,9.44
26820,theatricality,1,13,100,1,12.71
26821,theatrics,1,9,404,1,10.85
26822,theft,1,5,7510,1,8.11
26823,their,0,5,601171,1,5.262587
26824,theistic,0,8,17,1,13.13
26825,them,0,4,1327509,1,4.900249
26826,thematic,0,8,83,2,13.76
26827,theme,1,5,19163,6,8.5
26828,themselves,0,10,44832,1,5.944635
26829,then,0,4,1275502,5,6.74391
26830,thence,0,6,279,3,11.283792
26831,theocracy,1,9,30,2,13.05
26832,theologian,1,10,161,1,14.52
26833,theological,0,11,331,1,12.76
26834,theology,1,8,721,3,12.72
26835,theorem,1,7,419,2,12.47
26836,theoretic,0,9,18,1,13.05
26837,theoretical,0,11,1402,2,13.44
26838,theory,1,8,25360,3,9.37
26839,theorist,1,8,253,1,11.84
26840,theorize,0,8,148,3,13.5
26841,theosophical,0,12,11,1,16
26842,therapeutic,0,11,909,3,12.39
26843,therapy,1,9,13278,1,12
26844,therapist,1,9,6866,1,10.89
26845,there,0,5,3148528,4,5.25193
26846,thereabout,0,10,28,2,9.94
26847,thereat,1,7,24,1,13
26848,therefore,0,9,18733,2,9.94101
26849,thereunto,1,9,10,1,12.79
26850,thermal,0,7,1958,4,11.05
26851,thermionic,0,10,18,1,17.5
26852,thermocouple,1,12,31,1,15
26853,thermodynamic,0,13,35,1,13.62
26854,thermodynamics,1,14,191,1,14.95
26855,thermograph,1,11,15,2,15.71
26856,thermometer,1,11,1137,1,6.63
26857,thermonuclear,0,13,237,1,14.71
26858,thermoplastic,0,13,20,2,15.57
26859,thermos,1,7,711,1,8.29
26860,thermosetting,0,13,2,1,13.62
26861,thermostat,1,10,509,2,8.89
26862,thesaurus,1,9,149,1,9.26
26863,these,0,5,683128,1,6.4242
26864,thesis,1,6,2761,2,12.83
26865,thespian,1,8,172,2,13.44
26866,theta,1,5,1881,1,15.27
26867,thew,0,4,39,1,17.5
26868,they,0,4,3060204,1,4.878935
26869,thiamine,1,8,46,1,13.85
26870,thick,0,5,12143,13,5.61
26871,thicken,0,7,158,3,8.62
26872,thickener,1,9,22,1,9.21
26873,thicket,1,7,241,1,7.89
26874,thickheaded,0,11,60,1,10.56
26875,thickness,1,9,612,4,6.42
26876,thief,1,5,23870,1,7.22
26877,thieve,0,6,83,1,9.29
26878,thievery,1,8,288,1,9.94
26879,thieving,0,8,1351,3,9.280276
26880,thigh,1,5,2491,2,6.42
26881,thighbone,1,9,44,1,9
26882,thimble,1,7,327,2,8.05
26883,thimbleful,1,10,42,1,9.62
26884,thin,0,4,15296,13,6.47
26885,thing,1,5,697528,12,4.58
26886,thingamabob,1,11,79,1,5.72
26887,thingamajig,1,11,125,1,7.24
26888,thingy,1,8,1940,1,5.76
26889,think,0,5,1839473,14,4.75
26890,thinker,1,7,946,2,7.61
26891,thinness,1,8,53,5,7.78
26892,third,0,5,55750,8,4.580539
26893,thirst,1,6,3690,4,6.06
26894,thirsty,0,9,10053,4,3.89
26895,thirty,0,8,10699,2,5.944635
26896,thirtyish,0,9,15,1,9.83
26897,this,0,4,5739788,1,4.93222
26898,thistle,1,7,300,1,10.59
26899,thistledown,1,11,7,1,14.89
26900,thong,1,5,1227,5,12.41
26901,thoracic,0,8,412,1,15.33
26902,thorax,1,6,260,3,11.31
26903,thorium,1,7,113,1,16.57
26904,thorn,0,5,2338,3,5.965949
26905,thorny,0,6,363,2,7.56
26906,thorough,0,8,4010,2,8.89
26907,thoroughbred,1,12,431,4,11.26
26908,thoroughfare,1,12,179,1,13.37
26909,thoroughly,0,10,4198,2,10.15415
26910,thoroughness,1,12,119,1,10.11
26911,those,0,5,528404,1,5.006819
26912,though,0,6,154479,1,7.319388
26913,thought,0,7,558542,17,5.89135
26914,thoughtful,0,10,4405,5,9
26915,thoughtfulness,1,14,122,4,9.32
26916,thoughtless,0,11,862,2,9.56
26917,thoughtlessness,1,15,73,2,9.95
26918,thousand,1,8,47934,2,6.6
26919,thousandfold,1,12,54,1,12.21
26920,thrall,1,6,208,2,13.12
26921,thrash,0,6,1561,8,8.72
26922,thrasher,1,8,66,3,10.82
26923,thread,1,6,4985,9,7.06
26924,threadbare,0,10,107,2,11.77
26925,threadlike,0,10,10,1,11.5
26926,threat,1,6,20913,4,7.14
26927,threaten,0,8,7814,3,8.95
26928,three,0,5,366626,3,3.685351
26929,threepence,1,10,88,1,11.38
26930,threescore,1,10,36,2,13.19
26931,threesome,1,9,1725,2,12.58
26932,thresh,0,6,42,4,14
26933,thresher,1,8,131,2,12.54
26934,threshing,1,9,130,5,12.15
26935,threshold,1,9,2301,5,11.9
26936,throw,0,5,83679,20,4.14
26937,thrice,0,6,862,1,12.28555
26938,thrift,1,6,516,2,10.47
26939,thriftiness,1,11,16,1,11.9
26940,thrifty,0,7,370,2,10.7
26941,thrill,1,6,4597,7,8.37
26942,thriller,1,8,887,1,8.25
26943,thrilling,0,9,2123,6,8.47
26944,thrive,0,6,1727,2,9.35
26945,thriving,0,8,1222,3,9.95
26946,thro,1,4,146,1,13.22
26947,throat,1,6,40719,4,5.09
26948,throaty,0,7,87,1,9.74
26949,throb,0,5,209,5,10.05
26950,throbbing,0,9,942,6,9.42
26951,throes,1,6,395,3,14
26952,thrombocytopenia,1,16,30,1,20.17
26953,thrombocytopenic,0,16,15,1,17.75
26954,thrombosis,1,10,241,1,18.29
26955,thrombus,1,8,43,1,15.23
26956,throne,1,6,9410,5,7.28
26957,throng,1,6,273,2,12.93
26958,throttle,1,8,1728,5,10.61
26959,through,0,7,388127,7,5.816751
26960,throughput,1,10,24,1,15.85
26961,throwaway,1,9,199,5,6.38
26962,throwback,1,9,268,3,13.65
26963,thrower,1,7,339,3,8.65
26964,thrum,1,5,32,4,13.25
26965,thrush,1,6,337,3,15.75
26966,thrust,0,6,3288,13,9.72
26967,thruster,1,8,482,2,10.88
26968,thrusting,0,9,329,9,11.5
26969,thud,1,4,6046,4,8.06
26970,thug,1,4,2813,1,10.56
26971,thuggish,0,8,53,1,12.95
26972,thumb,1,5,6429,6,4.42
26973,thumbhole,1,9,1,2,8.86
26974,thumbnail,1,9,108,1,8.56
26975,thumbprint,1,10,442,1,6.79
26976,thumbscrew,1,10,18,2,12.12
26977,thumbtack,1,9,56,2,7.17
26978,thump,0,5,1825,5,7.63
26979,thumper,1,7,333,1,7.17
26980,thunder,1,7,16685,7,4.89
26981,thunderbolt,1,11,662,2,6.65
26982,thunderclap,1,11,1419,2,9.44
26983,thundercloud,1,12,34,1,7.11
26984,thunderhead,1,11,131,1,11.6
26985,thunderous,0,10,337,2,10
26986,thundershower,0,13,9,1,8.28
26987,thunderstorm,1,12,704,1,7
26988,thunderstruck,0,13,122,1,12.17
26989,thus,0,4,11684,3,9.19502
26990,thwack,0,6,171,2,12.25
26991,thwart,0,6,412,2,12.61
26992,thyme,1,5,456,2,12.42
26993,thymine,0,7,20,1,15
26994,thymus,1,6,73,2,15.4
26995,thyroid,0,7,565,3,13.83
26996,tiara,1,5,970,1,6.77
26997,tibia,1,5,479,1,12.12
26998,tic,1,3,822,1,8.06
26999,tick,1,4,4825,8,6.05
27000,ticker,1,6,673,3,9.94
27001,ticket,1,6,29625,7,5.32
27002,tickle,0,6,3025,5,4.35
27003,tickler,1,7,105,1,6.61
27004,ticklish,0,8,778,1,4.67
27005,tickly,0,6,47,1,4.53
27006,tidal,0,5,1350,1,11.75
27007,tidbit,1,6,229,1,9.16
27008,tiddlywinks,1,11,72,1,9.59
27009,tide,1,4,6191,6,6.68
27010,tidewater,1,9,62,2,10.94
27011,tidy,0,6,4007,5,8.53
27012,tidiness,1,8,67,2,10
27013,tidings,1,7,771,4,9.74
27014,tie,0,3,28920,18,4.74
27015,tiebreaker,1,10,151,1,8.47
27016,tiepin,1,6,20,1,12.87
27017,tier,1,4,663,5,12.22
27018,tierce,1,6,20,3,14.62
27019,tiered,0,6,39,1,11.28
27020,tiffin,1,6,232,1,17.5
27021,tiger,1,5,15646,2,4
27022,tight,0,5,34972,16,5.25193
27023,tighten,0,7,2148,4,6.95
27024,tightfisted,0,11,26,1,12.53
27025,tightlipped,0,11,11,1,12.47
27026,tightness,1,9,169,5,8.11
27027,tightrope,1,9,547,1,7.67
27028,tights,1,6,1503,1,7.22
27029,tightwad,1,8,143,1,10.21
27030,tigress,1,7,546,1,9.05
27031,tyke,0,4,243,3,8.73
27032,tile,1,4,1602,4,6.8
27033,tiling,1,6,90,2,10.63
27034,till,0,4,97044,4,6.903765
27035,tiller,1,6,387,5,11.28
27036,tilt,0,4,1494,9,8.83
27037,tilter,1,6,5,2,10.27
27038,timber,1,6,1858,5,6.47
27039,timbre,1,6,116,1,10.08
27040,timbrel,1,7,12,1,16
27041,time,1,4,1453708,15,5.16
27042,timecard,1,8,52,2,13.52
27043,timekeeper,1,10,96,3,10.21
27044,timekeeping,1,11,68,1,10.44
27045,timeless,0,8,885,1,9.83
27046,timelessness,1,12,45,1,10.84
27047,timely,0,6,765,3,10.67
27048,timeout,1,7,312,1,5.5
27049,timepiece,1,9,174,1,9.33
27050,timer,1,5,3456,3,6.28
27051,times,1,5,176522,17,6.7
27052,timesaver,1,9,18,1,9.86
27053,timeshare,1,9,185,1,14.33
27054,timestamp,1,9,46,1,13.79
27055,timetable,1,9,1039,2,10.58
27056,timid,0,5,1336,4,9.85
27057,timidity,1,8,83,2,10.83
27058,timing,1,6,12009,7,8.84
27059,timpani,1,7,69,1,10.64
27060,tin,1,3,7297,7,6.79
27061,tincture,1,8,178,6,15.08
27062,tinder,1,6,571,1,11.64
27063,tinderbox,1,9,78,2,12.2
27064,tine,0,4,258,1,9.6
27065,tinfoil,1,7,268,1,7.84
27066,ting,1,4,2055,3,10
27067,tinge,1,5,173,4,10.28
27068,tingle,1,6,631,3,9
27069,tinhorn,1,7,95,1,11.5
27070,tiny,0,6,27829,1,5.33
27071,tinker,0,6,1741,6,7.61
27072,tinkerer,1,8,40,2,10.87
27073,tinkle,1,6,815,2,5.67
27074,tinkling,0,8,947,2,8.47
27075,tinned,0,6,247,4,12.5
27076,tinnitus,1,8,134,1,14.86
27077,tinny,0,5,648,3,10.29
27078,tinplate,1,8,6,1,10.88
27079,tinsel,1,6,338,5,6.61
27080,tinsmith,1,8,46,1,11.43
27081,tint,1,4,232,2,10
27082,tinting,1,7,39,2,9.6
27083,tintype,1,7,23,1,17.3
27084,tip,1,3,19263,14,5.42
27085,tipoff,1,6,45,1,11
27086,tipper,1,6,392,2,10.17
27087,tippet,1,6,51,1,11.83
27088,tipple,1,6,107,2,14.33
27089,tippler,1,7,24,1,10.8
27090,tipsiness,1,9,12,1,14.5
27091,tipster,1,7,151,1,13.79
27092,tipsy,0,5,773,2,12.67
27093,tiptoe,0,6,481,4,5.65
27094,tiptop,1,6,120,3,8.05
27095,tirade,1,6,125,1,12.58
27096,tire,0,4,8199,5,6.16
27097,tired,0,5,76540,6,4.62
27098,tiredness,1,9,242,1,7.22
27099,tireless,0,8,483,2,11.05
27100,tiresome,0,8,1069,1,8.42
27101,tiring,0,6,2004,5,7.55
27102,tissue,1,6,7818,3,4.76
27103,tit,1,3,2142,3,10.32
27104,titan,1,5,2196,3,11.22
27105,titanium,1,8,1106,1,13.58
27106,tithe,1,5,145,6,11.5
27107,tithing,1,7,37,4,11.89
27108,titillate,0,9,76,2,14.31
27109,titillation,1,11,49,3,14.36
27110,title,1,5,14488,12,6.32
27111,titmouse,1,7,79,1,13.29
27112,titrate,0,7,92,1,14.67
27113,titter,0,6,53,2,12.75
27114,tittle,1,6,62,1,12.2
27115,titular,0,7,64,5,14.33
27116,tizzy,0,5,185,1,11.63
27117,to,0,2,17099834,1,3.951776
27118,toad,1,4,3301,1,6.11
27119,toady,1,7,222,2,10.38
27120,toadstool,1,9,110,1,9.12
27121,toast,1,5,18638,6,4.67
27122,toaster,1,7,1863,2,6.72
27123,toasty,0,6,336,1,7.94
27124,tobacco,1,7,4910,2,7.39
27125,tobacconist,1,11,172,2,14.62
27126,toboggan,1,8,150,2,10.12
27127,toccata,1,7,48,1,15.73
27128,tock,0,4,921,1,6.5
27129,today,0,5,366395,4,4.772365
27130,toddy,1,7,601,1,15.33
27131,toddle,0,6,133,1,11.53
27132,toddler,1,7,928,1,6.11
27133,toe,1,3,6116,9,3
27134,toed,0,4,60,6,8.38
27135,toehold,1,7,66,3,11.92
27136,toeless,0,7,6,1,8.56
27137,toenail,1,7,399,2,5.1
27138,toffee,1,6,600,1,6.22
27139,tofu,1,4,1769,1,11.89
27140,tog,1,3,68,1,12.88
27141,toga,1,4,440,1,11.12
27142,together,0,8,302404,7,5.944635
27143,togetherness,1,12,379,1,7.17
27144,toggle,1,6,158,6,12.56
27145,toil,1,4,1155,2,11.39
27146,toile,1,5,17,1,12.5
27147,toiler,1,6,14,1,16.07
27148,toilet,1,6,23467,4,3.54
27149,toiletry,1,10,46,1,10.16
27150,toilette,1,8,144,1,8.88
27151,toilsome,0,8,25,1,14.33
27152,tokay,0,5,80,2,13.5
27153,toke,1,4,397,1,13.3
27154,token,1,5,3580,5,7.58
27155,tolerable,0,9,432,2,10
27156,tolerance,1,9,2130,5,8.63
27157,tolerant,0,8,936,5,10.78
27158,tolerate,0,8,5428,4,10.45
27159,toll,1,4,3556,5,8.37
27160,tollbooth,1,9,181,1,9.16
27161,tollgate,1,8,30,1,10.56
27162,tollhouse,1,9,21,1,12.47
27163,toluene,1,7,72,1,15.5
27164,tomahawk,1,8,306,3,8.29
27165,tomato,1,6,4682,2,4.61
27166,tomb,1,4,6655,1,11.05
27167,tomboy,1,6,469,1,6.35
27168,tombstone,1,9,1248,1,7.95
27169,tomcat,1,6,447,1,8.24
27170,tome,1,4,492,1,13.2
27171,tomfool,1,7,19,1,10.12
27172,tomfoolery,1,10,187,1,11.29
27173,tommyrot,0,8,31,1,13.36
27174,tomography,1,10,62,1,14.11
27175,tomorrow,0,8,248729,3,5.187988
27176,tomtit,1,6,20,1,12.5
27177,ton,1,3,7438,2,7.42
27178,tonal,0,5,94,2,12.92
27179,tonality,1,8,51,1,13.47
27180,tone,1,4,14366,15,7.67
27181,toneless,0,8,9,1,11.94
27182,toner,1,5,329,3,14.16
27183,tong,0,4,2898,1,9.6213
27184,tongs,1,5,530,1,7.777639
27185,tongue,1,6,24001,10,4.47
27186,tonic,1,5,2485,9,12.63
27187,tonight,0,7,246514,2,4.729737
27188,tonnage,1,7,154,1,12.07
27189,tonsil,1,6,106,1,9.5
27190,tonsillectomy,1,15,44,1,11.79
27191,tonsillitis,1,11,110,1,9.56
27192,tonsorial,0,9,11,1,14.8
27193,tonsure,1,7,97,3,13
27194,tontine,1,7,47,2,14.71
27195,too,0,3,1022558,2,5.102732
27196,tool,1,4,8496,8,5.37
27197,toolbox,1,7,658,1,6.67
